# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 01:02:29 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_rade,pl_radj,pl_masse,pl_massj,ra,dec,sy_dist,sy_gaiamag
Kepler-1229 b,Kepler-1229,1.660,,,,297.4868347,46.9966782,265.4820000,15.5104000
Kepler-1229 b,Kepler-1229,,,,,297.4868347,46.9966782,265.4820000,15.5104000
K2-393 b,K2-393,,,,,348.5159113,-0.0821031,265.9140000,11.7768000
K2-393 b,K2-393,2.352,0.210,,,348.5159113,-0.0821031,265.9140000,11.7768000
K2-387 b,K2-387,8.220,0.733,,,19.4418282,11.3684915,266.3180000,15.4948000
K2-387 b,K2-387,7.322,0.653,,,19.4418282,11.3684915,266.3180000,15.4948000
K2-387 b,K2-387,4.000,0.360,,,19.4418282,11.3684915,266.3180000,15.4948000
K2-243 b,K2-243,2.170,0.194,,,181.1211419,-4.8991358,266.8640000,10.7424000
K2-243 c,K2-243,2.010,0.179,,,181.1211419,-4.8991358,266.8640000,10.7424000
WASP-4 b,WASP-4,,,368.36497,1.15900,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,,,,,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,14.908,1.330,375.03940,1.18000,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,14.838,,,,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,14.908,1.330,371.86110,1.17000,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,14.908,1.330,386.48128,1.21600,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,15.211,1.357,393.15571,1.23700,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,15.368,1.371,409.68287,1.28900,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,,,,,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,,,,,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,15.838,1.413,393.13900,1.23700,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,15.031,1.341,397.28750,1.25000,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,14.807,1.321,376.94638,1.18600,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,15.637,1.395,,,353.5629149,-42.0617794,267.2060000,12.3162000
WASP-4 b,WASP-4,15.289,1.364,396.96967,1.24900,353.5629149,-42.0617794,267.2060000,12.3162000
Kepler-381 b,Kepler-381,1.310,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,1.310,0.117,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,0.925,0.083,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,1.310,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,1.390,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,1.310,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,0.990,0.088,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 b,Kepler-381,0.820,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.320,0.118,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.150,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.410,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.120,0.100,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.580,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.410,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.056,0.094,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,1.410,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 c,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,1.067,0.095,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,1.490,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,1.310,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,1.090,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,1.310,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-381 d,Kepler-381,1.310,,,,285.1828685,43.8310283,267.3230000,10.5459000
Kepler-441 b,Kepler-441,1.640,0.150,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,,,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,,,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,1.462,0.130,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,1.560,,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,1.930,,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,1.930,,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,1.930,,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-441 b,Kepler-441,1.880,0.168,,,284.5669540,49.0127077,268.0030000,15.1350000
Kepler-447 b,Kepler-447,6.060,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,16.510,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,6.290,0.561,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,18.490,1.650,435.41000,1.37000,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,6.060,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,14.379,1.283,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,6.060,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-447 b,Kepler-447,6.200,,,,285.2685283,48.5598835,268.0410000,12.3795000
Kepler-1749 b,Kepler-1749,1.380,,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,1.613,0.144,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,1.360,,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,1.380,,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,1.380,,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,1.250,,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,,,,,290.2945805,45.5645196,268.2000000,14.6958000
Kepler-1749 b,Kepler-1749,,,,,290.2945805,45.5645196,268.2000000,14.6958000
WASP-19 b,WASP-19,,,,,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,15.424,1.376,370.27195,1.16500,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,15.805,1.410,362.32620,1.14000,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,,,,,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,,,356.92309,1.12300,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,15.603,1.392,339.76027,1.06900,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,15.637,1.395,354.06262,1.11400,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,14.684,1.310,367.72931,1.15700,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,,,,,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,15.861,1.415,366.77398,1.15400,148.4167672,-45.6591078,268.3250000,12.1088000
WASP-19 b,WASP-19,15.536,1.386,371.21000,1.16800,148.4167672,-45.6591078,268.3250000,12.1088000
K2-185 b,K2-185,1.313,0.117,,,130.2596625,14.6902225,268.3570000,12.0636000
K2-185 b,K2-185,1.190,0.106,,,130.2596625,14.6902225,268.3570000,12.0636000
K2-185 b,K2-185,1.150,0.103,,,130.2596625,14.6902225,268.3570000,12.0636000
K2-185 c,K2-185,2.390,0.213,,,130.2596625,14.6902225,268.3570000,12.0636000
K2-185 c,K2-185,2.796,0.250,,,130.2596625,14.6902225,268.3570000,12.0636000
K2-185 c,K2-185,2.480,0.221,,,130.2596625,14.6902225,268.3570000,12.0636000
KELT-1 b,KELT-1,,,,,0.3620995,39.3837953,268.4300000,10.5905000
KELT-1 b,KELT-1,,,,,0.3620995,39.3837953,268.4300000,10.5905000
KELT-1 b,KELT-1,12.442,1.110,8654.15000,27.23000,0.3620995,39.3837953,268.4300000,10.5905000
KELT-1 b,KELT-1,,,,,0.3620995,39.3837953,268.4300000,10.5905000
K2-353 b,K2-353,5.550,0.495,,,201.6168564,-2.2819018,268.5150000,12.0988000
Kepler-314 b,Kepler-314,,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.840,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.840,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.835,0.074,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.760,0.068,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.830,0.074,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.810,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.810,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 b,Kepler-314,0.810,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.834,0.253,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.900,0.259,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.750,0.245,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.850,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.870,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.650,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.870,,,,294.6741507,42.0756037,268.8810000,12.5226000
Kepler-314 c,Kepler-314,2.870,,,,294.6741507,42.0756037,268.8810000,12.5226000
HD 81817 b,HD 81817,,,,,144.2715659,81.3263096,269.1260000,3.8012200
K2-73 b,K2-73,,,,,335.0256620,-9.0560881,269.1830000,11.7146000
K2-73 b,K2-73,2.450,0.219,,,335.0256620,-9.0560881,269.1830000,11.7146000
K2-73 b,K2-73,4.740,0.423,,,335.0256620,-9.0560881,269.1830000,11.7146000
K2-73 b,K2-73,2.625,0.234,,,335.0256620,-9.0560881,269.1830000,11.7146000
K2-73 b,K2-73,,,,,335.0256620,-9.0560881,269.1830000,11.7146000
K2-73 b,K2-73,2.710,0.242,,,335.0256620,-9.0560881,269.1830000,11.7146000
WASP-121 b,WASP-121,19.649,1.753,367.72747,1.15700,107.6002312,-39.0972705,269.8980000,10.3746000
WASP-121 b,WASP-121,,,,,107.6002312,-39.0972705,269.8980000,10.3746000
WASP-121 b,WASP-121,20.176,1.800,,,107.6002312,-39.0972705,269.8980000,10.3746000
WASP-121 b,WASP-121,20.905,1.865,375.99289,1.18300,107.6002312,-39.0972705,269.8980000,10.3746000
WASP-121 b,WASP-121,,,,,107.6002312,-39.0972705,269.8980000,10.3746000
WASP-121 b,WASP-121,18.988,1.694,,,107.6002312,-39.0972705,269.8980000,10.3746000
Kepler-1911 b,Kepler-1911,1.011,0.090,,,299.3035590,41.4410233,269.9120000,12.1119000
Kepler-1911 b,Kepler-1911,,,,,299.3035590,41.4410233,269.9120000,12.1119000
Kepler-1911 b,Kepler-1911,1.450,,,,299.3035590,41.4410233,269.9120000,12.1119000
Kepler-1911 b,Kepler-1911,1.450,,,,299.3035590,41.4410233,269.9120000,12.1119000
Kepler-1911 b,Kepler-1911,1.450,,,,299.3035590,41.4410233,269.9120000,12.1119000
Kepler-1911 b,Kepler-1911,1.030,,,,299.3035590,41.4410233,269.9120000,12.1119000
Kepler-1741 b,Kepler-1741,,,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1741 b,Kepler-1741,1.210,,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1741 b,Kepler-1741,1.170,,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1741 b,Kepler-1741,1.170,,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1741 b,Kepler-1741,1.170,,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1741 b,Kepler-1741,1.010,,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1741 b,Kepler-1741,1.273,0.114,,,292.5770730,39.1209390,270.7390000,15.6903000
Kepler-1904 b,Kepler-1904,1.370,,,,288.8744026,51.1542215,270.8540000,15.7421000
Kepler-1904 b,Kepler-1904,1.390,0.124,,,288.8744026,51.1542215,270.8540000,15.7421000
Kepler-1904 b,Kepler-1904,1.370,,,,288.8744026,51.1542215,270.8540000,15.7421000
Kepler-1904 b,Kepler-1904,,,,,288.8744026,51.1542215,270.8540000,15.7421000
Kepler-1904 b,Kepler-1904,1.530,,,,288.8744026,51.1542215,270.8540000,15.7421000
Kepler-1904 b,Kepler-1904,1.330,,,,288.8744026,51.1542215,270.8540000,15.7421000
Kepler-1904 b,Kepler-1904,1.370,,,,288.8744026,51.1542215,270.8540000,15.7421000
WASP-83 b,WASP-83,,,,,190.1519558,-19.2843527,271.1030000,12.0084000
WASP-83 b,WASP-83,11.657,1.040,96.93815,0.30500,190.1519558,-19.2843527,271.1030000,12.0084000
WASP-83 b,WASP-83,11.657,1.040,95.34900,0.30000,190.1519558,-19.2843527,271.1030000,12.0084000
Kepler-54 b,Kepler-54,2.260,0.202,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.090,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,1.380,0.123,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,1.800,0.161,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.330,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.330,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.100,0.187,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,1.917,0.171,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,1.720,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.188,0.195,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.190,0.195,21.50000,0.06800,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 b,Kepler-54,2.330,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.324,0.118,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.230,0.110,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.320,0.118,19.80000,0.06200,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.441,0.129,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.290,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.300,0.116,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,0.810,0.072,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.330,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.330,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.330,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 c,Kepler-54,1.230,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.360,0.121,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.456,0.130,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.140,0.102,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.380,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.842,0.164,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.530,0.136,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.380,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.730,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.380,,,,294.7739245,43.0561976,271.7010000,15.8133000
Kepler-54 d,Kepler-54,1.300,,,,294.7739245,43.0561976,271.7010000,15.8133000
K2-211 b,K2-211,1.375,0.123,,,21.1061587,1.7049101,272.2970000,12.9329000
K2-211 b,K2-211,1.440,0.128,,,21.1061587,1.7049101,272.2970000,12.9329000
K2-10 b,K2-10,2.980,0.266,,,172.1216476,1.6906217,272.3600000,12.2156000
K2-10 b,K2-10,3.735,0.333,,,172.1216476,1.6906217,272.3600000,12.2156000
K2-10 b,K2-10,3.920,0.350,,,172.1216476,1.6906217,272.3600000,12.2156000
K2-10 b,K2-10,3.830,0.342,,,172.1216476,1.6906217,272.3600000,12.2156000
K2-10 b,K2-10,3.840,0.343,27.00000,0.08495,172.1216476,1.6906217,272.3600000,12.2156000
K2-10 b,K2-10,,,,,172.1216476,1.6906217,272.3600000,12.2156000
K2-10 b,K2-10,4.370,0.390,,,172.1216476,1.6906217,272.3600000,12.2156000
XO-4 b,XO-4,15.020,1.340,512.34196,1.61200,110.3880285,58.2681094,272.6550000,10.5131000
XO-4 b,XO-4,14.426,1.287,491.68301,1.54700,110.3880285,58.2681094,272.6550000,10.5131000
XO-4 b,XO-4,,,495.49697,1.55900,110.3880285,58.2681094,272.6550000,10.5131000
XO-4 b,XO-4,14.460,1.290,483.41943,1.52100,110.3880285,58.2681094,272.6550000,10.5131000
XO-4 b,XO-4,,,,,110.3880285,58.2681094,272.6550000,10.5131000
XO-4 b,XO-4,14.011,1.250,451.31860,1.42000,110.3880285,58.2681094,272.6550000,10.5131000
XO-4 b,XO-4,14.910,1.330,565.71000,1.78000,110.3880285,58.2681094,272.6550000,10.5131000
K2-290 b,K2-290,3.060,0.273,10.90000,0.03430,234.8578846,-20.1988975,272.9090000,10.8204000
K2-290 c,K2-290,11.276,1.006,246.00042,0.77400,234.8578846,-20.1988975,272.9090000,10.8204000
WASP-65 b,WASP-65,12.464,1.112,492.62000,1.55000,133.3242982,8.5230171,273.7030000,11.7509000
WASP-65 b,WASP-65,12.464,1.112,489.45820,1.54000,133.3242982,8.5230171,273.7030000,11.7509000
WASP-65 b,WASP-65,,,,,133.3242982,8.5230171,273.7030000,11.7509000
Kepler-1709 b,Kepler-1709,3.320,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,2.570,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,3.124,0.279,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,2.570,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,2.780,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,2.570,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1709 b,Kepler-1709,,,,,283.3748873,43.7883708,273.9460000,11.6176000
Kepler-1868 b,Kepler-1868,3.430,,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,3.600,,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,,,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,3.690,,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,,,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,3.150,0.281,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,3.690,,,,293.2983733,43.5558025,274.1800000,13.8592000
Kepler-1868 b,Kepler-1868,3.690,,,,293.2983733,43.5558025,274.1800000,13.8592000
K2-289 b,K2-289,5.190,0.463,,,246.6429443,-15.7925384,274.3000000,13.7943000
K2-289 b,K2-289,10.830,0.966,,,246.6429443,-15.7925384,274.3000000,13.7943000
K2-289 b,K2-289,9.100,0.812,,,246.6429443,-15.7925384,274.3000000,13.7943000
K2-289 b,K2-289,3.200,0.290,,,246.6429443,-15.7925384,274.3000000,13.7943000
Kepler-753 b,Kepler-753,,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.520,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.891,0.169,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.760,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.520,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.910,0.170,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.860,,,,291.9032411,37.9023677,274.7670000,14.4746000
Kepler-753 b,Kepler-753,1.520,,,,291.9032411,37.9023677,274.7670000,14.4746000
K2-396 b,K2-396,1.579,0.141,,,74.6928607,17.2690562,274.8640000,12.9345000
K2-396 b,K2-396,1.579,0.141,,,74.6928607,17.2690562,274.8640000,12.9345000
K2-396 c,K2-396,3.124,0.279,,,74.6928607,17.2690562,274.8640000,12.9345000
WASP-110 b,WASP-110,13.877,1.238,162.09249,0.51000,305.8724366,-44.0587001,274.9600000,12.5517000
K2-224 b,K2-224,1.560,0.139,,,189.7041426,-10.0605942,275.2550000,12.5216000
K2-224 b,K2-224,1.664,0.148,,,189.7041426,-10.0605942,275.2550000,12.5216000
K2-224 c,K2-224,2.410,0.215,,,189.7041426,-10.0605942,275.2550000,12.5216000
K2-224 c,K2-224,2.505,0.220,,,189.7041426,-10.0605942,275.2550000,12.5216000
HAT-P-6 b,HAT-P-6,,,,,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,14.908,1.330,351.51998,1.10600,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,15.637,1.395,337.85329,1.06300,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,14.908,1.330,335.93200,1.05700,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,16.589,1.480,419.53560,1.32000,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,,,351.83781,1.10700,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,,,,,354.7740917,42.4659866,275.3580000,10.3056000
HAT-P-6 b,HAT-P-6,14.908,1.330,336.58197,1.05900,354.7740917,42.4659866,275.3580000,10.3056000
WASP-136 b,WASP-136,15.468,1.380,479.92330,1.51000,0.3257610,-8.9262512,275.5870000,9.8192900
WASP-82 b,WASP-82,18.159,1.620,371.86110,1.17000,72.6605916,1.8938365,275.6640000,9.8979600
WASP-82 b,WASP-82,19.170,1.710,397.27000,1.25000,72.6605916,1.8938365,275.6640000,9.8979600
WASP-82 b,WASP-82,18.719,1.670,394.10920,1.24000,72.6605916,1.8938365,275.6640000,9.8979600
Kepler-1930 b,Kepler-1930,1.650,,,,297.5771450,40.0276768,275.6940000,13.3746000
Kepler-1930 b,Kepler-1930,1.650,,,,297.5771450,40.0276768,275.6940000,13.3746000
Kepler-1930 b,Kepler-1930,2.080,,,,297.5771450,40.0276768,275.6940000,13.3746000
Kepler-1930 b,Kepler-1930,1.650,,,,297.5771450,40.0276768,275.6940000,13.3746000
Kepler-1930 b,Kepler-1930,,,,,297.5771450,40.0276768,275.6940000,13.3746000
Kepler-1930 b,Kepler-1930,1.530,0.136,,,297.5771450,40.0276768,275.6940000,13.3746000
WASP-32 b,WASP-32,,,,,3.9617073,1.2005122,275.9940000,11.4090000
WASP-32 b,WASP-32,12.330,1.100,1109.22670,3.49000,3.9617073,1.2005122,275.9940000,11.4090000
